,Date,Region,Sales Rep,Customer,Product,COGS,Sales
330,5/10/2006,North,Luke,Amazon.com,NDS Item,2236.34,3790.41
331,5/10/2006,North,Rhonda,Amazon.com,EKN Item,2127.26,3128.32
332,5/6/2006,North,Jeri,Home Depot,RJA Item,1558.41,3463.14
333,5/3/2006,North,Jeri,ExcelIsVeryFun.com,GTC Item,4468.62,7573.93
334,5/3/2006,North,Sheliadawn,Whole Foods,YHW Item,3904.16,5205.54
335,5/2/2006,North,Jon,Google,KWB Item,2420.24,5378.32
336,5/1/2006,North,Luke,Solar and Wind Inc.,KJJ Item,6605.5,8807.33
337,4/30/2006,North,Steven,Amazon.com,RPP Item,3233.73,5480.89
338,4/30/2006,North,Jeri,Whole Foods,CYN Item,730.46,973.95
339,4/28/2006,North,Luke,Home Depot,ZWZ Item,3290.58,3739.3
340,4/21/2006,North,Jon,Office Depot,UGS Item,3303.2,7681.86
341,4/21/2006,North,Troung,Sherman Williams,QMX Item,3122.13,3547.87
342,4/18/2006,North,Troung,McLendon's Hardware,ASO Item,3239.99,3465.23
343,4/16/2006,North,Jon,Peet's Coffee,YDS Item,4473.25,5964.33
344,4/10/2006,North,Luke,ExcelIsVeryFun.com,ZXT Item,8220.26,9341.21
345,4/9/2006,North,Jeri,The Economist,QAG Item,1126.71,2048.56
346,4/6/2006,North,Sheliadawn,McLendon's Hardware,AYM Item,4686.96,8521.74
347,3/31/2006,North,Chin,Google,XSM Item,4454.0,5938.66
348,3/31/2006,North,Rhonda,McLendon's Hardware,WBN Item,892.65,1312.72
349,3/28/2006,North,Chin,Yahoo,MYJ Item,6103.36,6935.64
350,3/27/2006,North,Jon,Amazon.com,WOD Item,3377.26,5724.17
351,3/22/2006,North,Luke,Whole Foods,BMX Item,4458.37,4768.31
352,3/22/2006,North,Luke,Nature Company,MNS Item,899.54,1524.64
353,3/21/2006,North,Steven,ExcelIsVeryFun.com,MGO Item,2464.91,4481.65
354,3/20/2006,North,Steven,Google,MNF Item,699.24,1889.85
355,3/17/2006,North,Jeri,Sherman Williams,TAA Item,6362.74,6805.07
356,3/12/2006,North,Sheliadawn,Nature Company,SNA Item,4265.7,4847.39
357,3/8/2006,North,Troung,ExcelIsVeryFun.com,QNH Item,4014.97,9337.15
358,3/7/2006,North,Chin,ExcelIsVeryFun.com,FMP Item,2672.18,4858.51
359,3/5/2006,North,Jeri,Whole Foods,QXM Item,1032.29,2789.98
360,3/5/2006,North,Troung,Amazon.com,TKB Item,755.3,1373.27
361,3/2/2006,North,Sheliadawn,Solar and Wind Inc.,PUD Item,3827.04,8504.53
362,3/2/2006,North,Jon,The Economist,FOB Item,2450.76,3604.06
363,3/2/2006,North,Troung,Home Depot,WTJ Item,2916.71,3119.48
364,3/1/2006,North,Rhonda,Sherman Williams,FCV Item,4976.13,7317.84
365,3/1/2006,North,Troung,The Economist,IME Item,1843.84,3352.44
366,2/28/2006,North,Luke,Google,TVY Item,213.42,496.33
367,2/28/2006,North,Troung,Office Depot,MDM Item,125.9,340.27
368,2/26/2006,North,Jeri,ExcelIsVeryFun.com,AOV Item,2746.34,4038.74
369,2/20/2006,North,Steven,Solar and Wind Inc.,SWY Item,2423.79,5386.2
370,2/19/2006,North,Troung,ExcelIsVeryFun.com,GHH Item,7657.57,8701.78
371,2/18/2006,North,Chin,Amazon.com,GCY Item,3718.97,4958.62
372,2/11/2006,North,Sheliadawn,Peet's Coffee,LES Item,4972.22,9040.4
373,2/11/2006,North,Luke,Office Depot,VJU Item,2623.23,7089.82
374,2/10/2006,North,Steven,Whole Foods,TYZ Item,2542.44,5912.65
375,2/6/2006,North,Rhonda,Home Depot,KFE Item,1297.01,2236.23
376,2/4/2006,North,Chin,Yahoo,AIL Item,1142.98,2658.1
377,1/29/2006,North,Rhonda,Yahoo,ZCN Item,429.6,459.47
378,1/26/2006,North,Troung,McLendon's Hardware,DNN Item,6053.6,8071.46
379,1/26/2006,North,Troung,Whole Foods,MFN Item,1404.8,3121.78
380,1/23/2006,North,Jon,Office Depot,IZG Item,6394.51,9403.69
381,1/21/2006,North,Steven,The Economist,BCY Item,7438.07,8452.35
382,1/21/2006,North,Jon,Amazon.com,ZWS Item,600.02,882.38
383,1/20/2006,North,Jon,Sherman Williams,KAB Item,5095.41,6793.88
384,1/19/2006,North,Chin,The Economist,GWO Item,913.62,2469.24
385,1/17/2006,North,Luke,Office Depot,ZQG Item,259.3,471.45
386,1/11/2006,North,Jon,Costco,GIV Item,3163.78,4218.37
387,1/11/2006,North,Jeri,Amazon.com,BZE Item,3249.56,3475.47
388,1/10/2006,North,Jon,McLendon's Hardware,GDW Item,7176.73,7675.65
389,1/8/2006,North,Luke,Whole Foods,CXC Item,4349.1,4942.16
390,1/8/2006,North,Rhonda,Solar and Wind Inc.,SNK Item,2173.22,3683.42
391,1/8/2006,North,Steven,Home Depot,XSR Item,1194.39,2654.19
392,1/5/2006,North,Jon,Costco,GUS Item,3253.49,4337.98
393,1/4/2006,North,Jeri,Sherman Williams,CCA Item,3082.17,7167.84
394,1/3/2006,North,Jon,Google,RBN Item,4448.69,5055.33
395,1/1/2006,North,Chin,Amazon.com,RSL Item,2791.45,4731.27
396,12/31/2005,North,Sheliadawn,Costco,WKS Item,4764.71,8663.1
397,12/31/2005,North,Troung,Costco,TTK Item,2963.68,5023.18
398,12/27/2005,North,Steven,Costco,KCF Item,6101.1,8972.2
399,12/26/2005,North,Sheliadawn,Google,JMU Item,8598.61,9196.37
400,12/26/2005,North,Troung,Costco,XZK Item,1063.79,2473.93
401,12/22/2005,North,Jon,Costco,SRQ Item,4382.95,4980.62
402,12/20/2005,North,Chin,Sherman Williams,WGF Item,608.66,1049.42
403,12/18/2005,North,Steven,Costco,HSF Item,3553.81,9604.89
404,12/17/2005,North,Steven,Whole Foods,UOA Item,8077.53,8639.07
405,12/7/2005,North,Chin,Yahoo,UAL Item,5858.1,9928.99
406,12/6/2005,North,Steven,Google,FPO Item,1518.2,2024.27
407,12/3/2005,North,Steven,Nature Company,ICM Item,2650.34,6163.58
408,12/3/2005,North,Troung,Google,DKL Item,2314.61,5382.81
409,12/1/2005,North,Chin,ExcelIsVeryFun.com,PWQ Item,1459.53,1560.99
410,11/29/2005,North,Troung,Whole Foods,UJD Item,840.78,1528.69
411,11/26/2005,North,Jon,McLendon's Hardware,KCB Item,3184.46,7405.73
412,11/25/2005,North,Steven,Nature Company,MTA Item,3202.85,5522.16
413,11/24/2005,North,Steven,Yahoo,HKX Item,3269.84,7604.29
414,11/23/2005,North,Rhonda,ExcelIsVeryFun.com,KNN Item,1103.67,2982.89
415,11/20/2005,North,Troung,Amazon.com,EUZ Item,6202.68,6633.88
416,11/20/2005,North,Chin,Home Depot,FEK Item,1531.21,3560.96
417,11/19/2005,North,Troung,Home Depot,ZIT Item,5560.98,5947.57
418,11/19/2005,North,Jon,Office Depot,IWZ Item,399.95,533.27
419,11/16/2005,North,Steven,Office Depot,ULZ Item,4919.22,8944.04
420,11/15/2005,North,Jeri,Nature Company,ILH Item,4854.34,7138.73
421,11/15/2005,North,Steven,McLendon's Hardware,GGY Item,2345.62,2508.68
422,11/13/2005,North,Steven,Nature Company,OUO Item,3653.64,9874.69
423,11/8/2005,North,Steven,The Economist,INO Item,3336.16,5654.5
424,11/7/2005,North,Jon,Home Depot,XZA Item,5885.69,9975.75
425,11/6/2005,North,Jon,Nature Company,HWP Item,2922.29,7898.07
426,11/5/2005,North,Steven,The Economist,XIM Item,2510.19,5837.66
427,11/3/2005,North,Jeri,The Economist,QZD Item,3516.6,6393.82
428,11/3/2005,North,Sheliadawn,Sherman Williams,RZX Item,785.95,1429.0
429,11/1/2005,North,Jon,McLendon's Hardware,ULX Item,42.48,62.47
430,10/21/2005,North,Chin,Yahoo,WKL Item,8597.46,9195.14
431,10/20/2005,North,Chin,Google,CZE Item,5027.1,8667.42
432,10/17/2005,North,Steven,Whole Foods,GRM Item,5729.63,7639.51
433,10/16/2005,North,Troung,Amazon.com,KAJ Item,3111.47,8409.39
434,10/15/2005,North,Troung,Amazon.com,UON Item,926.09,2057.98
435,10/12/2005,North,Chin,Solar and Wind Inc.,UJM Item,1077.8,2395.12
436,10/9/2005,North,Jon,ExcelIsVeryFun.com,TBL Item,2718.95,6323.13
437,10/9/2005,North,Luke,Costco,XAS Item,2970.66,3177.18
438,10/7/2005,North,Chin,Sherman Williams,XNB Item,3464.64,6299.34
439,10/4/2005,North,Troung,Whole Foods,MDC Item,8748.78,9941.79
440,10/2/2005,North,Troung,Yahoo,YUZ Item,96.99,142.63
441,9/30/2005,North,Chin,McLendon's Hardware,XCZ Item,947.32,1013.18
442,9/30/2005,North,Steven,Google,XXH Item,610.9,898.38
443,9/26/2005,North,Troung,Solar and Wind Inc.,GMO Item,5590.28,7453.7
444,9/25/2005,North,Jeri,Yahoo,GWY Item,4152.54,9227.87
445,9/25/2005,North,Rhonda,Sherman Williams,TAC Item,3753.76,4265.64
446,9/24/2005,North,Jon,The Economist,LOI Item,2727.3,3636.4
447,9/21/2005,North,Chin,McLendon's Hardware,WMB Item,4252.09,7731.08
448,9/20/2005,North,Sheliadawn,Peet's Coffee,FBX Item,1458.19,1559.56
449,9/18/2005,North,Luke,Nature Company,FXK Item,5347.43,9722.6
450,9/17/2005,North,Luke,The Economist,QOJ Item,4906.85,6542.46
451,9/17/2005,North,Jeri,Peet's Coffee,GHF Item,1575.67,2864.86
452,9/14/2005,North,Jeri,Nature Company,YCJ Item,4949.87,6599.83
453,9/14/2005,North,Sheliadawn,McLendon's Hardware,VVT Item,3607.24,6558.62
454,9/11/2005,North,Rhonda,Sherman Williams,RKL Item,5649.9,8308.68
455,9/11/2005,North,Chin,Google,XUE Item,2990.26,8081.79
456,9/10/2005,North,Luke,Costco,XTI Item,3060.27,5564.13
457,9/9/2005,North,Steven,Solar and Wind Inc.,JCS Item,6992.64,7946.18
458,9/7/2005,North,Jon,Costco,OEX Item,1880.04,5081.19
459,9/6/2005,North,Chin,Office Depot,LXP Item,3619.67,9782.88
460,9/4/2005,North,Chin,Home Depot,AEB Item,2886.32,4976.42
461,9/2/2005,North,Jeri,ExcelIsVeryFun.com,WOP Item,4413.16,8023.92
462,9/1/2005,North,Troung,Google,PXE Item,7327.08,9769.44
463,8/30/2005,North,Troung,Yahoo,OIW Item,1506.7,3503.96
464,8/25/2005,North,Troung,ExcelIsVeryFun.com,WJP Item,2596.21,5769.35
465,8/24/2005,North,Luke,Costco,LMK Item,923.91,1049.9
466,8/24/2005,North,Rhonda,Whole Foods,KVV Item,531.65,916.64
467,8/23/2005,North,Steven,The Economist,MRD Item,5301.92,8986.3
468,8/7/2005,North,Steven,Google,IKX Item,4037.37,9389.23
469,8/4/2005,North,Steven,Office Depot,HKD Item,4911.25,5252.67
470,8/3/2005,North,Troung,Google,UKJ Item,2838.27,4893.57
471,7/30/2005,North,Luke,McLendon's Hardware,XCL Item,5237.02,6982.69
472,7/29/2005,North,Sheliadawn,Solar and Wind Inc.,BDC Item,966.49,1757.26
473,7/28/2005,North,Sheliadawn,Sherman Williams,DFR Item,2898.2,6739.99
474,7/28/2005,North,Jeri,Whole Foods,YCO Item,2875.13,5227.5
475,7/28/2005,North,Luke,Yahoo,DQI Item,1115.28,2027.79
476,7/27/2005,North,Chin,Google,LHL Item,5568.69,9438.45
477,7/20/2005,North,Steven,Solar and Wind Inc.,ELV Item,2051.05,4769.89
478,7/17/2005,North,Rhonda,Amazon.com,RWD Item,2341.16,3121.54
479,7/15/2005,North,Sheliadawn,Google,IAF Item,1908.55,2544.73
480,7/14/2005,North,Chin,Home Depot,VIT Item,4235.53,7700.97
481,7/13/2005,North,Luke,Google,RJB Item,5510.95,9340.6
482,7/12/2005,North,Jon,Office Depot,UNV Item,287.65,326.88
483,7/10/2005,North,Rhonda,McLendon's Hardware,ZST Item,4941.51,8984.56
484,7/9/2005,North,Jon,Peet's Coffee,SKY Item,2437.02,6586.53
485,7/4/2005,North,Rhonda,McLendon's Hardware,OVE Item,344.94,368.92
486,7/3/2005,North,Jon,Costco,YOU Item,1034.15,1783.01
487,7/1/2005,North,Troung,The Economist,NZW Item,2448.41,2618.62
488,6/24/2005,North,Sheliadawn,Costco,RLH Item,1402.97,1594.28
489,6/22/2005,North,Jeri,ExcelIsVeryFun.com,RYL Item,1658.9,3857.91
490,6/18/2005,North,Luke,Home Depot,YSR Item,1527.28,3393.96
491,6/17/2005,North,Jon,Peet's Coffee,YOY Item,6311.32,9281.35
492,6/16/2005,North,Sheliadawn,ExcelIsVeryFun.com,FKX Item,4235.8,4813.41
493,6/14/2005,North,Sheliadawn,Whole Foods,JFV Item,1378.24,3205.22
494,6/11/2005,North,Troung,Nature Company,UHK Item,3079.0,6842.23
495,6/6/2005,North,Troung,Sherman Williams,ZZU Item,989.7,2674.87
496,6/4/2005,North,Luke,Home Depot,KYJ Item,1895.99,3447.26
497,6/1/2005,North,Sheliadawn,Yahoo,HAK Item,8346.09,8926.3
498,5/30/2005,North,Steven,Costco,HPU Item,222.68,494.84
499,5/28/2005,North,Jeri,Costco,EHF Item,4924.26,8953.2
500,5/28/2005,North,Jon,Home Depot,RLN Item,2445.42,6609.23
501,5/27/2005,North,Steven,Nature Company,OGH Item,2116.4,4921.86
502,5/20/2005,North,Sheliadawn,Home Depot,XOU Item,3636.08,6269.11
503,5/19/2005,North,Chin,Costco,VQG Item,5267.87,5634.09
504,5/19/2005,North,Troung,Peet's Coffee,IKM Item,348.73,774.96
505,5/8/2005,North,Rhonda,Office Depot,STV Item,814.52,1810.04
506,5/5/2005,North,Luke,Solar and Wind Inc.,EXM Item,5754.94,9754.13
507,5/2/2005,North,Sheliadawn,Yahoo,LBC Item,1178.5,3185.13
508,5/1/2005,North,Steven,Sherman Williams,QIL Item,2952.36,3354.96
509,4/30/2005,North,Chin,Google,WPF Item,2401.73,6491.17
510,4/30/2005,North,Troung,Sherman Williams,BVD Item,2624.65,4448.56
511,4/27/2005,North,Luke,Nature Company,IBH Item,2387.45,2553.42
512,4/25/2005,North,Rhonda,Nature Company,EWC Item,8208.34,9327.66
513,4/25/2005,North,Luke,Whole Foods,SRN Item,4662.3,6856.33
514,4/23/2005,North,Chin,Home Depot,TOD Item,207.47,305.1
515,4/21/2005,North,Rhonda,Yahoo,PLO Item,2494.63,4301.08
516,4/15/2005,North,Troung,Costco,STS Item,4387.37,7436.22
517,4/14/2005,North,Chin,ExcelIsVeryFun.com,FDS Item,2823.15,6273.66
518,4/14/2005,North,Luke,Nature Company,VZO Item,447.35,1209.05
519,4/9/2005,North,Jon,ExcelIsVeryFun.com,WWR Item,4048.58,5953.8
520,4/7/2005,North,Jeri,Nature Company,IFX Item,5761.58,6162.12
521,4/7/2005,North,Luke,Office Depot,VRK Item,4155.9,6111.62
522,4/7/2005,North,Rhonda,Solar and Wind Inc.,SAK Item,865.99,1924.43
523,4/5/2005,North,Jeri,Amazon.com,VCV Item,4593.69,6755.43
524,4/3/2005,North,Steven,Costco,WJT Item,732.19,1978.89
525,3/28/2005,North,Jon,Solar and Wind Inc.,PPV Item,374.39,1011.87
526,3/26/2005,North,Luke,Yahoo,ECG Item,4993.19,9078.53
527,3/24/2005,North,Jeri,Costco,ZCV Item,3540.59,6437.43
528,3/20/2005,North,Jon,Yahoo,QZK Item,3705.64,6389.03
529,3/15/2005,North,Chin,Sherman Williams,QDF Item,1115.88,1268.05
530,3/14/2005,North,Steven,Whole Foods,INI Item,2282.18,3356.15
531,3/12/2005,North,Luke,ExcelIsVeryFun.com,UKX Item,1499.63,2205.34
532,3/11/2005,North,Troung,Solar and Wind Inc.,ATJ Item,2597.27,4478.05
533,3/8/2005,North,Sheliadawn,Home Depot,BHM Item,62.33,83.1
534,2/28/2005,North,Chin,Whole Foods,DFX Item,854.76,1899.47
535,2/27/2005,North,Troung,Google,NFX Item,5707.82,6486.16
536,2/26/2005,North,Chin,The Economist,HTD Item,3176.73,4235.64
537,2/26/2005,North,Steven,Peet's Coffee,TMU Item,1410.76,1508.83
538,2/25/2005,North,Steven,Home Depot,SXM Item,3112.87,4150.49
539,2/18/2005,North,Rhonda,The Economist,VRS Item,3065.08,8283.99
540,2/17/2005,North,Sheliadawn,Whole Foods,QHL Item,2036.94,3703.52
541,2/14/2005,North,Luke,Amazon.com,JGN Item,1698.67,4590.99
542,2/8/2005,North,Luke,Amazon.com,QDO Item,3726.31,4234.44
543,2/7/2005,North,Rhonda,The Economist,BSR Item,2178.46,4841.03
544,2/7/2005,North,Luke,McLendon's Hardware,MUF Item,3726.03,3985.06
545,2/6/2005,North,Jon,McLendon's Hardware,HJZ Item,5322.37,7827.02
546,2/6/2005,North,Jon,The Economist,TLQ Item,2084.69,5634.31
547,1/29/2005,North,Rhonda,Solar and Wind Inc.,XFU Item,969.04,2253.57
548,1/29/2005,North,Chin,Amazon.com,TSR Item,185.38,272.62
549,1/28/2005,North,Steven,Sherman Williams,RVI Item,510.95,681.27
550,1/27/2005,North,Troung,ExcelIsVeryFun.com,VPP Item,1915.55,5177.16
551,1/27/2005,North,Sheliadawn,Google,MUA Item,2050.25,3727.72
552,1/26/2005,North,Jeri,Nature Company,YIV Item,916.59,1222.12
553,1/25/2005,North,Jon,The Economist,ZJS Item,5002.53,6670.04
554,1/22/2005,North,Sheliadawn,Amazon.com,BKQ Item,521.25,1408.78
555,1/20/2005,North,Chin,Nature Company,ZZU Item,5085.31,6780.41
556,1/20/2005,North,Jon,Office Depot,KZG Item,466.65,1085.23
557,1/16/2005,North,Jon,Office Depot,NLD Item,3468.34,6306.08
558,1/15/2005,North,Chin,Whole Foods,SXF Item,2303.82,3071.76
559,1/12/2005,North,Chin,Amazon.com,YHR Item,3305.9,7346.45
560,1/10/2005,North,Troung,Amazon.com,NBH Item,5815.1,6608.07
561,1/9/2005,North,Jon,Costco,MYE Item,3330.01,7400.03
562,1/7/2005,North,Luke,Solar and Wind Inc.,JEC Item,3894.43,6600.73
563,1/3/2005,North,Chin,Google,DVU Item,1690.76,3074.11
564,1/2/2005,North,Jon,Sherman Williams,XSP Item,4158.2,5544.26
565,12/31/2004,North,Steven,ExcelIsVeryFun.com,YAE Item,8667.17,9849.06
566,12/27/2004,North,Jeri,The Economist,KWJ Item,5832.41,7776.55
567,12/27/2004,North,Jon,Peet's Coffee,JLP Item,1919.0,3252.54
568,12/21/2004,North,Luke,The Economist,WSA Item,1749.07,1870.66
569,12/14/2004,North,Chin,Office Depot,NCF Item,4676.44,8062.83
570,12/14/2004,North,Jon,Nature Company,JSK Item,699.7,1206.38
571,12/11/2004,North,Luke,Home Depot,LFD Item,3413.63,9226.02
572,12/8/2004,North,Chin,ExcelIsVeryFun.com,EOP Item,5488.98,9303.35
573,12/7/2004,North,Rhonda,Google,EHO Item,2540.2,2886.59
574,12/6/2004,North,Jeri,Home Depot,NJY Item,54.29,126.25
575,12/4/2004,North,Chin,Whole Foods,VHG Item,2970.7,4368.67
576,12/4/2004,North,Steven,The Economist,RDD Item,1980.14,2640.18
577,12/1/2004,North,Jeri,Costco,CJK Item,7115.33,8085.6
578,12/1/2004,North,Sheliadawn,Home Depot,BPJ Item,730.54,1238.2
579,11/29/2004,North,Sheliadawn,Nature Company,HQT Item,4756.44,6994.77
580,11/26/2004,North,Chin,ExcelIsVeryFun.com,MFB Item,3238.57,3463.71
581,11/23/2004,North,Jeri,Sherman Williams,KGM Item,4699.11,5339.9
582,11/23/2004,North,Troung,Amazon.com,PJA Item,682.21,1240.38
583,11/21/2004,North,Rhonda,Nature Company,NDX Item,5029.9,8525.25
584,11/19/2004,North,Jon,Home Depot,ZZU Item,4198.02,7115.29
585,11/10/2004,North,Steven,Whole Foods,IGA Item,243.9,443.46
586,11/4/2004,North,Rhonda,Whole Foods,VBF Item,5753.49,9919.81
587,10/30/2004,North,Sheliadawn,Whole Foods,UFK Item,4304.0,7825.46
588,10/20/2004,North,Troung,Yahoo,XKA Item,5499.78,8087.91
589,10/20/2004,North,Chin,Costco,AUC Item,6214.08,7061.45
590,10/12/2004,North,Jeri,ExcelIsVeryFun.com,CHE Item,3837.65,4104.44
591,10/12/2004,North,Jon,Costco,GOC Item,2274.3,3921.21
592,10/9/2004,North,Jon,Sherman Williams,BVR Item,3347.67,7439.26
593,10/7/2004,North,Troung,Yahoo,HVG Item,4572.01,7882.77
594,10/4/2004,North,Luke,Office Depot,VLI Item,4398.06,6467.74
595,10/3/2004,North,Steven,Home Depot,KXK Item,975.03,2267.52
596,9/30/2004,North,Steven,Office Depot,GFQ Item,3523.64,9523.35
597,9/30/2004,North,Sheliadawn,Amazon.com,FZM Item,5505.86,9492.87
598,9/30/2004,North,Chin,Google,RIX Item,2896.02,4993.14
599,9/26/2004,North,Jon,Solar and Wind Inc.,NRS Item,3621.15,8421.28
600,9/25/2004,North,Rhonda,Amazon.com,WDM Item,2641.9,5870.88
601,9/24/2004,North,Luke,Sherman Williams,RYV Item,6159.04,9057.41
602,9/24/2004,North,Luke,Office Depot,IDK Item,112.8,128.18
603,9/21/2004,North,Sheliadawn,ExcelIsVeryFun.com,ECP Item,2008.8,3463.45
604,9/20/2004,North,Chin,Peet's Coffee,AHW Item,939.33,1381.37
605,9/19/2004,North,Luke,Office Depot,SSJ Item,115.35,209.73
606,9/17/2004,North,Luke,The Economist,XBK Item,913.61,2469.21
607,9/16/2004,North,Jon,McLendon's Hardware,MIY Item,828.59,2239.44
608,9/10/2004,North,Troung,Sherman Williams,RUN Item,2852.34,7709.04
609,9/8/2004,North,Chin,ExcelIsVeryFun.com,KBG Item,1160.24,2698.24
610,9/7/2004,North,Jon,Yahoo,YLH Item,3498.19,8135.32
611,9/7/2004,North,Sheliadawn,Nature Company,NCH Item,5047.35,5398.23
612,9/6/2004,North,Troung,Whole Foods,EGR Item,3595.48,8361.59
613,9/6/2004,North,Sheliadawn,McLendon's Hardware,NXM Item,2808.36,4759.93
614,8/28/2004,North,Jon,Home Depot,EHE Item,5363.15,7886.99
615,8/28/2004,North,Steven,Peet's Coffee,MEJ Item,964.14,1417.86
616,8/23/2004,North,Luke,Yahoo,IQK Item,3304.61,7343.57
617,8/23/2004,North,Chin,Yahoo,VNQ Item,969.23,1762.24
618,8/22/2004,North,Luke,Home Depot,QFG Item,3448.96,9321.51
619,8/18/2004,North,Chin,Home Depot,OIK Item,2575.34,4682.43
620,8/16/2004,North,Steven,Amazon.com,CUN Item,2645.06,2828.94
621,8/13/2004,North,Jeri,ExcelIsVeryFun.com,KPY Item,8446.46,9598.25
622,8/10/2004,North,Troung,Costco,NFU Item,234.09,266.01
623,8/9/2004,North,Troung,Office Depot,ZEB Item,1950.72,2216.73
624,8/3/2004,North,Steven,Whole Foods,VKR Item,3758.96,8741.77
625,8/3/2004,North,Luke,ExcelIsVeryFun.com,MME Item,1281.18,3462.65
626,8/1/2004,North,Chin,Costco,AXW Item,2934.9,3335.11
627,7/28/2004,North,Luke,Sherman Williams,MZC Item,3856.14,8967.77
628,7/28/2004,North,Troung,Costco,XTG Item,4400.11,5000.12
629,7/25/2004,North,Sheliadawn,Amazon.com,XZQ Item,307.45,409.93
630,7/24/2004,North,Luke,Google,RAP Item,4232.25,9404.99
631,7/24/2004,North,Jon,The Economist,TAK Item,3807.97,8462.16
632,7/23/2004,North,Luke,The Economist,ANU Item,4591.39,7916.19
633,7/20/2004,North,Jeri,Solar and Wind Inc.,JDA Item,4411.09,7476.42
634,7/19/2004,North,Chin,Sherman Williams,YMA Item,1832.05,3105.17
635,7/19/2004,North,Troung,Peet's Coffee,JUQ Item,826.73,1503.14
636,7/15/2004,North,Luke,Google,WGY Item,1049.97,1779.61
637,7/14/2004,North,Steven,Office Depot,QYZ Item,4413.68,9808.18
638,7/10/2004,North,Rhonda,Home Depot,EUL Item,4456.28,9902.84
639,7/10/2004,North,Chin,Yahoo,RCA Item,1904.67,3228.26
640,7/9/2004,North,Rhonda,Whole Foods,JUX Item,5626.65,7502.2
641,7/8/2004,North,Steven,Solar and Wind Inc.,UZJ Item,3734.64,4979.52
642,7/2/2004,North,Chin,Home Depot,KIC Item,4467.46,8122.65
643,6/29/2004,North,Jeri,McLendon's Hardware,FMA Item,1565.07,2845.59
644,6/27/2004,North,Troung,Solar and Wind Inc.,CRR Item,3785.5,8803.48
645,6/24/2004,North,Steven,Home Depot,ZTU Item,1712.08,1945.54
646,6/23/2004,North,Troung,Costco,TBS Item,776.83,1412.42
647,6/23/2004,North,Troung,Solar and Wind Inc.,ZBQ Item,1197.63,1280.89
648,6/17/2004,North,Chin,ExcelIsVeryFun.com,KVM Item,8271.49,9399.42
649,6/16/2006,NorthEast,Jon,Google,QJV Item,1835.9,3165.34
650,6/15/2006,NorthEast,Jon,Amazon.com,ZET Item,6971.5,9295.33
651,6/14/2006,NorthEast,Jeri,Costco,ZET Item,2065.11,4589.14
652,6/14/2006,NorthEast,Troung,Sherman Williams,LZB Item,2553.28,3754.82
653,6/14/2006,NorthEast,Steven,Peet's Coffee,EJL Item,2315.43,3405.05
654,6/12/2006,NorthEast,Chin,Sherman Williams,SOC Item,2964.48,5389.96
655,6/12/2006,NorthEast,Jeri,Peet's Coffee,SKM Item,2292.22,5330.75
656,6/10/2006,NorthEast,Troung,Google,DVC Item,3411.56,3648.73
657,6/9/2006,NorthEast,Sheliadawn,Office Depot,GNN Item,4426.9,7503.22
658,6/9/2006,NorthEast,Steven,Google,HFJ Item,1381.68,2382.2
659,6/8/2006,NorthEast,Rhonda,Sherman Williams,SWQ Item,4295.72,9990.04
660,6/7/2006,NorthEast,Steven,Home Depot,RNI Item,1569.51,2660.19
661,6/7/2006,NorthEast,Jeri,Google,XPW Item,1155.05,1698.6
662,6/7/2006,NorthEast,Jon,Amazon.com,ALY Item,391.9,870.88
663,6/6/2006,NorthEast,Chin,ExcelIsVeryFun.com,VNM Item,5231.12,6974.83
664,6/5/2006,NorthEast,Jeri,The Economist,DMN Item,1755.66,2581.85
665,6/5/2006,NorthEast,Luke,Peet's Coffee,ARS Item,1012.15,1082.51
666,6/2/2006,NorthEast,Chin,Whole Foods,FBZ Item,4304.31,4603.54
667,6/1/2006,NorthEast,Steven,Office Depot,EKD Item,1276.16,1701.54
668,5/31/2006,NorthEast,Jon,ExcelIsVeryFun.com,YIP Item,4494.45,9987.66
669,5/29/2006,NorthEast,Steven,Yahoo,TYG Item,305.02,326.22
670,5/26/2006,NorthEast,Rhonda,Google,HFP Item,5846.42,7795.22
671,5/26/2006,NorthEast,Jeri,Nature Company,BXP Item,3631.51,6155.11
672,5/26/2006,NorthEast,Jeri,Sherman Williams,YER Item,194.82,354.22
673,5/24/2006,NorthEast,Jeri,Yahoo,EKO Item,823.98,2226.97
674,5/23/2006,NorthEast,Jeri,Whole Foods,BZX Item,6767.51,7690.35
675,5/22/2006,NorthEast,Troung,Peet's Coffee,KXU Item,3963.81,8808.46
676,5/22/2006,NorthEast,Steven,Nature Company,PAB Item,2827.52,4792.4
677,5/21/2006,NorthEast,Jon,Home Depot,OSP Item,3569.89,4056.69
678,5/19/2006,NorthEast,Luke,McLendon's Hardware,TLJ Item,3908.89,4441.92
679,5/18/2006,NorthEast,Jeri,Solar and Wind Inc.,SUA Item,3731.09,8291.32
680,5/18/2006,NorthEast,Rhonda,The Economist,DIO Item,4246.57,4541.79
681,5/18/2006,NorthEast,Troung,Peet's Coffee,DML Item,406.25,738.63
682,5/17/2006,NorthEast,Sheliadawn,Sherman Williams,TUV Item,5365.17,9754.86
683,5/17/2006,NorthEast,Jon,Solar and Wind Inc.,JZS Item,2764.4,4766.2
684,5/16/2006,NorthEast,Sheliadawn,Sherman Williams,ONY Item,272.13,604.74
685,5/15/2006,NorthEast,Chin,Whole Foods,WXP Item,1018.25,2752.03
